PARID,Tax Year,Case Number,Reason,Application Date,RESDATE,RESACT,Value in Dispute,VALCASE,Case Status,PROPERTY TYPE,CLASS,REGION,CITYNAME,District,Township,School District,NBHD,Hearing Type,TAXYR (NUMBER),Noticval,Txpyval,Note
132202C332.,2017,578,,8/28/17,10/20/17,Decrease Value,236800,,,RP,R,13,,GOSHEN TWP / LOVELAND CITY SD,GOSHEN TWP , LOVELAND CITY SD,4181000,Informal,2017,236800,,
323013H134.,2017,579,,8/28/17,10/26/17,Decrease Value,722400,,,RP,R,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,3015000,Informal,2017,722400,,
323013H137.,2017,579,,9/12/17,10/26/17,Decrease Value,6680,,,RP,R,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,3015000,Informal,2017,6680,,
323013H138.,2017,579,,9/12/17,10/26/17,Decrease Value,9430,,,RP,R,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,3015000,Informal,2017,9430,,
222606A002.,2017,580,,9/20/17,10/20/17,Increase Value,169600,,,RP,R,22,BETHEL,MONROE TWP / NEW RICHMOND EVSD,MONROE TWP , NEW RICHMOND EVSD,2516000,Informal,2017,169600,,
114316.016.,2017,581,,8/28/17,10/23/17,Decrease Value,105600,,,RP,R,11,,GOSHEN TWP / GOSHEN LSD,GOSHEN TWP , GOSHEN LSD,4171000,Informal,2017,105600,,
174623.009.,2017,582,,8/28/17,10/5/17,,154400,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,474000,Informal,2017,154400,,
275712C088.,2017,583,,8/28/17,1/18/18,,362900,,,RP,R,27,,PIERCE TWP / NEW RICHMOND EVSD,PIERCE TWP , NEW RICHMOND EVSD,1805000,Informal,2017,362900,,
012006F025.,2017,584,,8/28/17,1/18/18,,205900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4409000,Informal,2017,205900,,
531304.370D,2017,586,,8/28/17,1/18/18,,68800,,,RP,R,53,,WMSBURG TWP/WMSBURG VILL/WMSBURG LSD,WMSBURG VILL,WMSBURG LSD,3605000,Informal,2017,68800,,
531304.370E,2017,586,,8/28/17,1/18/18,,4800,,,RP,R,53,,WMSBURG TWP/WMSBURG VILL/WMSBURG LSD,WMSBURG VILL,WMSBURG LSD,3605000,Informal,2017,4800,,
210731A042P,2017,587,,8/28/17,10/27/17,Decrease Value,452300,,,RP,R,21,,MILFORD CITY / MILFORD EVSD,MILFORD CITY , MILFORD EVSD,1127000,Informal,2017,452300,,
182407C063.,2017,588,,8/28/17,10/27/17,Decrease Value,459500,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,116000,Informal,2017,459500,,
416803A404.,2017,589,,8/28/17,1/18/18,,113300,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1341000,Informal,2017,113300,,
082110B040.,2017,590,,9/19/17,1/18/18,,131700,,,RP,R,8,,FRANKLIN TWP / FELICITY LSD,FRANKLIN TWP , FELICITY LSD,2804000,Informal,2017,131700,,
182518B049.,2017,591,,8/28/17,1/18/18,,304300,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,316000,Informal,2017,304300,,
302903G110.,2017,592,,8/28/17,10/24/17,Decrease Value,222800,,,RP,R,30,,STONELICK TWP / CLERMONT NE LSD,STONELICK TWP , CLERMONT NE LSD,4211000,Informal,2017,222800,,
182403D162.,2017,593,,8/28/17,1/18/18,,362700,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,430000,Informal,2017,362700,,
210704A030B,2017,594,,8/28/17,10/24/17,Decrease Value,142500,,,RP,R,21,,MILFORD CITY / MILFORD EVSD,MILFORD CITY , MILFORD EVSD,1128000,Informal,2017,142500,,
112203I037.,2017,595,,8/28/17,10/23/17,No Change in Value,160600,,,RP,R,11,,GOSHEN TWP / GOSHEN LSD,GOSHEN TWP , GOSHEN LSD,4122000,Informal,2017,160600,,
172521A378.,2017,596,,8/28/17,10/23/17,Decrease Value,355400,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,460000,Informal,2017,355400,,
172521B120.,2017,597,,8/28/17,10/24/17,Decrease Value,385700,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,463000,Informal,2017,385700,,
302908J076.,2017,598,,8/28/17,10/30/17,Decrease Value,93000,,,RP,R,30,,STONELICK TWP / CLERMONT NE LSD,STONELICK TWP , CLERMONT NE LSD,4221000,Informal,2017,93000,,
187101L096.,2017,599,,8/28/17,10/27/17,Decrease Value,389100,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,229000,Informal,2017,389100,,
182403D153.,2017,600,,8/28/17,2/8/18,,354200,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,430000,Informal,2017,354200,,
182404F142.,2017,601,,8/29/17,1/19/18,,1422800,,,RP,A,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,A0125000,Informal,2017,1422800,,
172521E022.,2017,602,,8/29/17,10/27/17,Decrease Value,354400,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,460000,Informal,2017,354400,,
182518G236.,2017,603,,8/29/17,1/19/18,,357100,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,310000,Informal,2017,357100,,
185804B019.,2017,604,,8/29/17,10/18/17,Decrease Value,313300,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,432000,Informal,2017,313300,,
112206G082.,2017,605,,8/29/17,10/23/17,Decrease Value,140000,,,RP,R,11,,GOSHEN TWP / GOSHEN LSD,GOSHEN TWP , GOSHEN LSD,4175000,Informal,2017,140000,,
182515A124.,2017,606,,8/29/17,1/19/18,,312600,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,468000,Informal,2017,312600,,
174039A022.,2017,607,,8/29/17,1/19/18,,182500,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,457000,Informal,2017,182500,,
222603E006.,2017,608,,8/29/17,1/19/18,,103960,,,RP,A,22,,MONROE TWP / NEW RICHMOND EVSD,MONROE TWP , NEW RICHMOND EVSD,A2516000,Informal,2017,103960,,
182403G064.,2017,609,,8/29/17,1/19/18,,121900,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,499012,Informal,2017,121900,,
222605C013.,2017,610,,8/29/17,1/19/18,,203700,,,RP,R,22,,MONROE TWP / NEW RICHMOND EVSD,MONROE TWP , NEW RICHMOND EVSD,2516000,Informal,2017,203700,,
252706D113.,2017,611,,8/29/17,1/19/18,,84000,,,RP,R,25,,OHIO TWP / WEST CLERMONT LSD,OHIO TWP , WEST CLERMONT LSD,2205000,Informal,2017,84000,,
252706D117.,2017,611,,8/29/17,1/19/18,,24100,,,RP,R,25,,OHIO TWP / WEST CLERMONT LSD,OHIO TWP , WEST CLERMONT LSD,2205000,Informal,2017,24100,,
185801F008.,2017,612,,8/29/17,1/19/18,,193400,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,226000,Informal,2017,193400,,
182517H298.,2017,613,,8/29/17,10/27/17,Decrease Value,301400,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,441000,Informal,2017,301400,,
414244D000A,2017,614,Incorrect Listing,8/29/17,1/19/18,,99500,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1527000,Informal,2017,99500,,
185401H084.,2017,615,,8/29/17,1/19/18,,289200,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,427000,Informal,2017,289200,,
272813E186.,2017,616,,8/29/17,10/26/17,Decrease Value,325400,,,RP,R,27,,PIERCE TWP / NEW RICHMOND EVSD,PIERCE TWP , NEW RICHMOND EVSD,1823000,Informal,2017,325400,,
304413.013.,2017,617,,8/29/17,10/24/17,Decrease Value,99000,,,RP,R,30,,STONELICK TWP / CLERMONT NE LSD,STONELICK TWP , CLERMONT NE LSD,4207000,Informal,2017,99000,,
413214D296.,2017,619,,8/30/17,1/19/18,,155100,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1505000,Informal,2017,155100,,
182517E285.,2017,620,,8/30/17,1/19/18,,325600,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,403000,Informal,2017,325600,,
323010F057.,2017,621,,8/30/17,1/19/18,,210800,,,RP,R,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,3014000,Informal,2017,210800,,
032023D016.,2017,622,,8/30/17,1/19/18,,299600,,,RP,R,3,,BATAVIA TWP / WEST CLERMONT LSD,BATAVIA TWP , WEST CLERMONT LSD,4467000,Informal,2017,299600,,
360324.063.,2017,623,,8/30/17,1/19/18,,129700,,,RP,R,36,BETHEL,TATE TWP/ BETHEL VILL/ BETHEL LSD, BETHEL VILL, BETHEL LSD,3021000,Informal,2017,129700,,
090402B000B,2017,624,,8/30/17,1/19/18,,2800,,,RP,R,9,,FRANKLIN TWP/ CHILO VILL/ FELICITY LSD, CHILO VILL, FELICITY LSD,4803000,Informal,2017,2800,,
210726.058P,2017,625,,8/30/17,10/6/17,Decrease Value,323800,,,RP,C,21,,MILFORD CITY / MILFORD EVSD,MILFORD CITY , MILFORD EVSD,C1117000,Informal,2017,323800,,
018001.011.,2017,626,,8/30/17,10/27/17,No Change in Value,89700,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4410000,Informal,2017,89700,,
414810.023.,2017,627,,8/30/17,10/27/17,Decrease Value,217400,,,RP,R,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1654000,Informal,2017,217400,,
184618F027.,2017,628,,8/30/17,1/19/18,,160500,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,218000,Informal,2017,160500,,
524714.016.,2017,629,,8/30/17,10/6/17,Decrease Value,12100,,,RP,R,52,,WILLIAMSBURG TWP / WILLIAMSBURG LSD,WILLIAMSBURG TWP , WILLIAMSBURG LSD,3426000,Informal,2017,12100,,
172521A046.,2017,630,,8/30/17,10/6/17,Decrease Value,9600,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,457000,Informal,2017,9600,,
172521A047.,2017,630,,8/30/17,10/6/17,No Change in Value,79800,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,457000,Informal,2017,79800,,
172521A048.,2017,630,,8/30/17,10/6/17,Decrease Value,9600,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,457000,Informal,2017,9600,,
172521A049.,2017,630,,8/30/17,10/6/17,Decrease Value,9600,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,457000,Informal,2017,9600,,
172521A064.,2017,630,,8/30/17,10/6/17,Decrease Value,9600,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,457000,Informal,2017,9600,,
172521A065.,2017,630,,8/30/17,10/6/17,Decrease Value,9600,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,457000,Informal,2017,9600,,
172521A066.,2017,630,,8/30/17,10/6/17,Decrease Value,9600,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,457000,Informal,2017,9600,,
172521A067.,2017,630,,8/30/17,10/6/17,Decrease Value,9600,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,457000,Informal,2017,9600,,
302913F097.,2017,631,,8/30/17,1/19/18,,45300,,,RP,R,30,,STONELICK TWP / CLERMONT NE LSD,STONELICK TWP , CLERMONT NE LSD,4235000,Informal,2017,45300,,
311205A012P,2017,631,,8/30/17,1/19/18,,20200,,,RP,R,31,,STONELICK TWP/OWENSVILLE VILL/CNE LSD,OWENSVILLE VILL,CNE LSD,4303000,Informal,2017,20200,,
311205B029B,2017,631,,8/30/17,1/19/18,,69400,,,RP,R,31,,STONELICK TWP/OWENSVILLE VILL/CNE LSD,OWENSVILLE VILL,CNE LSD,4303000,Informal,2017,69400,,
235711.007.,2017,632,,8/30/17,10/6/17,Decrease Value,16900,,,RP,R,23,,MONROE TWP / WEST CLERMONT LSD,MONROE TWP , WEST CLERMONT LSD,2510000,Informal,2017,16900,,
414139.002.,2017,633,,8/30/17,1/19/18,,,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1313000,Informal,2017,0,,
200616.144.,2017,634,,8/30/17,1/19/18,,307400,,,RP,R,20,LOVELAND,LOVELAND CITY / LOVELAND CITY SD,LOVELAND CITY , LOVELAND CITY SD,510000,Informal,2017,307400,,
012006F051.,2017,635,,8/30/17,1/19/18,,137400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4409000,Informal,2017,137400,,
012006F064.,2017,636,,8/30/17,1/19/18,,102500,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4409000,Informal,2017,102500,,
012009C041.,2017,637,,8/30/17,1/19/18,,106400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4409000,Informal,2017,106400,,
012009C056.,2017,638,,8/30/17,1/19/18,,167400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4409000,Informal,2017,167400,,
012009C058.,2017,639,,8/30/17,1/19/18,,145500,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4409000,Informal,2017,145500,,
184603A023A,2017,640,,8/31/17,1/19/18,,49500,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,216000,Informal,2017,49500,,
413213C152.,2017,641,,8/31/17,2/8/18,,143100,,,RP,C,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,C1527000,Informal,2017,143100,,
060218.023.,2017,642,,8/31/17,1/19/18,,47100,,,RP,C,6,,BATAVIA TWP/ BATAVIA VILL/ BATAVIA LSD, BATAVIA VILL, BATAVIA LSD,C4707000,Informal,2017,47100,,
185402B077.,2017,644,,8/31/17,1/19/18,,312500,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,428000,Informal,2017,312500,,
172521B155.,2017,645,,8/31/17,8/31/17,Decrease Value,347500,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,464000,Informal,2017,347500,,
184013.020.,2017,646,,8/31/17,1/19/18,,124100,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,210000,Informal,2017,124100,,
282805B065.,2017,647,,8/31/17,1/19/18,,46700,,,RP,R,28,,PIERCE TWP / WEST CLERMONT LSD,PIERCE TWP , WEST CLERMONT LSD,1835000,Informal,2017,46700,,
413103H345.,2017,648,,8/31/17,10/24/17,Decrease Value,354900,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1638000,Informal,2017,354900,,
184020D146.,2017,650,,8/31/17,10/26/17,No Change in Value,184600,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,213000,Informal,2017,184600,,
100511.237A,2017,651,,8/31/17,1/19/18,,55100,,,RP,R,10,,FRANKLIN TWP/FELICITY VILL/ FELICITY LSD,FELICITY VILL, FELICITY LSD,2903000,Informal,2017,55100,,
222615F091.,2017,652,,8/31/17,1/19/18,,19300,,,RP,R,22,,MONROE TWP / NEW RICHMOND EVSD,MONROE TWP , NEW RICHMOND EVSD,2523000,Informal,2017,19300,,
182411B187.,2017,653,,8/31/17,1/19/18,,247100,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,232000,Informal,2017,247100,,
413102B113.,2017,654,,8/31/17,1/19/18,,258000,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1665000,Informal,2017,258000,,
523506I064.,2017,655,,8/31/17,1/19/18,,192910,,,RP,A,52,,WILLIAMSBURG TWP / WILLIAMSBURG LSD,WILLIAMSBURG TWP , WILLIAMSBURG LSD,A3406000,Informal,2017,192910,,
302911D067.,2017,656,,8/31/17,1/19/18,,180900,,,RP,R,30,,STONELICK TWP / CLERMONT NE LSD,STONELICK TWP , CLERMONT NE LSD,4249000,Informal,2017,180900,,
302911D013.,2017,657,,8/30/17,1/19/18,,38700,,,RP,R,30,,STONELICK TWP / CLERMONT NE LSD,STONELICK TWP , CLERMONT NE LSD,4249000,Informal,2017,38700,,
523505A003.,2017,658,,8/30/17,1/19/18,,252240,,,RP,A,52,,WILLIAMSBURG TWP / WILLIAMSBURG LSD,WILLIAMSBURG TWP , WILLIAMSBURG LSD,A3406000,Informal,2017,252240,,
012007F127.,2017,659,,8/30/17,1/19/18,,262800,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4467000,Informal,2017,262800,,
222609A233.,2017,660,,8/31/17,1/19/18,,79900,,,RP,R,22,,MONROE TWP / NEW RICHMOND EVSD,MONROE TWP , NEW RICHMOND EVSD,2505000,Informal,2017,79900,,
323021A043.,2017,660,,8/31/17,1/19/18,,9900,,,RP,R,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,2505000,Informal,2017,9900,,
523511B015.,2017,661,,8/31/17,1/19/18,,112800,,,RP,R,52,,WILLIAMSBURG TWP / WILLIAMSBURG LSD,WILLIAMSBURG TWP , WILLIAMSBURG LSD,3428000,Informal,2017,112800,,
373103F091.,2017,662,,8/30/17,2/8/18,,181800,,,RP,R,37,,UNION TWP / BATAVIA LSD,UNION TWP , BATAVIA LSD,1630000,Informal,2017,181800,,
493410A072.,2017,663,,8/31/17,1/19/18,,163000,,,RP,R,49,,WAYNE TWP / CLERMONT NE LSD,WAYNE TWP , CLERMONT NE LSD,3920000,Informal,2017,163000,,
493410A078.,2017,664,,8/31/17,1/19/18,,22200,,,RP,R,49,,WAYNE TWP / CLERMONT NE LSD,WAYNE TWP , CLERMONT NE LSD,3920000,Informal,2017,22200,,
034530A005.,2017,665,,8/31/17,1/19/18,,93900,,,RP,R,3,,BATAVIA TWP / WEST CLERMONT LSD,BATAVIA TWP , WEST CLERMONT LSD,4468000,Informal,2017,93900,,
413102A120.,2017,666,,8/31/17,10/27/17,Decrease Value,125900,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1665000,Informal,2017,125900,,
184044B026.,2017,667,,8/31/17,10/27/17,No Change in Value,156100,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,141000,Informal,2017,156100,,
200616.174.,2017,668,,8/31/17,1/19/18,,270900,,,RP,R,20,LOVELAND,LOVELAND CITY / LOVELAND CITY SD,LOVELAND CITY , LOVELAND CITY SD,510000,Informal,2017,270900,,
012008F210.,2017,669,,8/31/17,1/19/18,,3900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4516000,Informal,2017,3900,,
260907.140A,2017,670,,8/31/17,1/19/18,,7500,,,RP,C,26,,OHIO TWP/ NEW RICH VILL/ NEW RICH EVSD, NEW RICH VILL, NEW RICH EVSD,C2303000,Informal,2017,7500,,
182518B037.,2017,671,,8/31/17,10/6/17,Decrease Value,920400,,,RP,C,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,C0457000,Informal,2017,920400,,
413106B234.,2017,672,,9/1/17,1/19/18,,90500,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1440000,Informal,2017,90500,,
413213C432.,2017,673,,9/1/17,1/19/18,,2800,,,RP,R,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1546000,Informal,2017,2800,,
302903B023.,2017,674,,9/1/17,1/19/18,,139100,,,RP,R,30,,STONELICK TWP / CLERMONT NE LSD,STONELICK TWP , CLERMONT NE LSD,4211000,Informal,2017,139100,,
413104E437.,2017,675,,9/1/17,1/19/18,,72200,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1411000,Informal,2017,72200,,
415610.010.,2017,676,,9/1/17,1/19/18,,219700,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1417000,Informal,2017,219700,,
184034.029.,2017,677,,9/6/17,1/19/18,,137500,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,258000,Informal,2017,137500,,
184601A022.,2017,678,,9/1/17,1/19/18,,181700,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,247000,Informal,2017,181700,,
184601A012.,2017,679,,9/1/17,1/19/18,,6900,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,247000,Informal,2017,6900,,
182515D120.,2017,680,,9/5/17,10/27/17,Decrease Value,346500,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,314000,Informal,2017,346500,,
210704A031C,2017,681,,9/6/17,1/19/18,,149100,,,RP,R,21,,MILFORD CITY / MILFORD EVSD,MILFORD CITY , MILFORD EVSD,1128000,Informal,2017,149100,,
413112A200.,2017,682,,9/5/17,10/30/17,Decrease Value,94700,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1667000,Informal,2017,94700,,
112206A028.,2017,683,,9/6/17,1/19/18,,108800,,,RP,R,11,,GOSHEN TWP / GOSHEN LSD,GOSHEN TWP , GOSHEN LSD,4175000,Informal,2017,108800,,
112206A060.,2017,683,,9/5/17,1/19/18,,127100,,,RP,R,11,,GOSHEN TWP / GOSHEN LSD,GOSHEN TWP , GOSHEN LSD,4175000,Informal,2017,127100,,
232609F044.,2017,684,,9/5/17,10/27/17,Decrease Value,186100,,,RP,R,23,,MONROE TWP / WEST CLERMONT LSD,MONROE TWP , WEST CLERMONT LSD,2505000,Informal,2017,186100,,
413112B283.,2017,685,,9/5/17,1/19/18,,169800,,,RP,R,41,AMELIA,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,4436000,Informal,2017,169800,,
142305F010.,2017,686,,9/6/17,10/20/17,Decrease Value,239270,,,RP,A,14,,JACKSON TWP / CLERMONT NE LSD,JACKSON TWP , CLERMONT NE LSD,A3822000,Informal,2017,239270,,
142305F095.,2017,686,,9/12/17,10/20/17,Decrease Value,6800,,,RP,A,14,,JACKSON TWP / CLERMONT NE LSD,JACKSON TWP , CLERMONT NE LSD,A3822000,Informal,2017,6800,,
012005B153.,2017,687,,9/6/17,1/19/18,,42700,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4499000,Informal,2017,42700,,
016705Q204.,2017,688,,9/6/17,1/19/18,,700,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,4499001,Informal,2017,700,,
174623.011B,2017,689,,9/6/17,1/19/18,,3700,,,RP,R,17,,MIAMI TWP / L0VELAND CITY SD,MIAMI TWP , L0VELAND CITY SD,474000,Informal,2017,3700,,
282805C040.,2017,690,,9/6/17,1/19/18,,232900,,,RP,R,28,,PIERCE TWP / WEST CLERMONT LSD,PIERCE TWP , WEST CLERMONT LSD,1835000,Informal,2017,232900,,
413215D302.,2017,691,,9/6/17,1/19/18,,2000,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1684000,Informal,2017,2000,,
200602B022.,2017,692,,9/6/17,1/19/18,,18500,,,RP,R,20,,LOVELAND CITY / LOVELAND CITY SD,LOVELAND CITY , LOVELAND CITY SD,502000,Informal,2017,18500,,
413105A151.,2017,693,,9/6/17,10/6/17,Decrease Value,3418800,,,RP,C,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,C1658000,Informal,2017,3418800,,
443304B010.,2017,694,,9/6/17,10/23/17,No Change in Value,5490,,,RP,A,44,,WASHINGTON TWP / NEW RICHMOND EVSD,WASHINGTON TWP , NEW RICHMOND EVSD,A2607000,Informal,2017,5490,,
100511.139.,2017,695,,9/6/17,10/19/17,No Change in Value,39100,,,RP,R,10,,FRANKLIN TWP/FELICITY VILL/ FELICITY LSD,FELICITY VILL, FELICITY LSD,2903000,Informal,2017,39100,,
393109C043.,2017,696,,9/6/17,1/19/18,,295100,,,RP,R,39,,UNION TWP / MILFORD EVSD,UNION TWP , MILFORD EVSD,1334000,Informal,2017,295100,,
222615D113.,2017,697,,9/6/17,10/27/17,Increase Value,81100,,,RP,R,22,,MONROE TWP / NEW RICHMOND EVSD,MONROE TWP , NEW RICHMOND EVSD,2516000,Informal,2017,81100,,
222614D005.,2017,698,,9/6/17,10/20/17,Decrease Value,136500,,,RP,A,22,,MONROE TWP / NEW RICHMOND EVSD,MONROE TWP , NEW RICHMOND EVSD,A2516000,Informal,2017,136500,,
182406B109.,2017,699,,9/6/17,1/19/18,,271900,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,128000,Informal,2017,271900,,
413103H338.,2017,700,,9/6/17,10/19/17,Decrease Value,287900,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1638000,Informal,2017,287900,,
413217E209.,2017,701,,9/6/17,1/19/18,,157300,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1660000,Informal,2017,157300,,
323019G086.,2017,702,,9/6/17,1/19/18,,32040,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,A3025000,Informal,2017,32040,,
060214.008.,2017,703,,9/6/17,1/19/18,,77800,,,RP,R,6,,BATAVIA TWP/ BATAVIA VILL/ BATAVIA LSD, BATAVIA VILL, BATAVIA LSD,4705000,Informal,2017,77800,,
184639.007.,2017,704,,9/6/17,1/19/18,,184200,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,329000,Informal,2017,184200,,
114343D114.,2017,706,,9/8/17,1/19/18,,95100,,,RP,R,11,,GOSHEN TWP / GOSHEN LSD,GOSHEN TWP , GOSHEN LSD,4112000,Informal,2017,95100,,
413103H311.,2017,707,,9/8/17,1/19/18,,223900,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,1638000,Informal,2017,223900,,
182517E139.,2017,708,,9/8/17,1/19/18,,334800,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,403000,Informal,2017,334800,,
